date,season,team,opponent,home,team_points,opponent_points,pace,offensive_rating,defensive_rating,rebound_pct,assist_ratio
2024-02-09,2024,BOS,Washington Wizards,1,133,129,,,,,
2024-02-09,2024,DEN,Sacramento Kings,0,106,135,,,,,
2024-02-09,2024,SAC,Denver Nuggets,1,135,106,,,,,
2024-02-09,2024,NOP,Los Angeles Lakers,0,122,139,,,,,
2024-02-10,2024,OKC,Dallas Mavericks,0,111,146,,,,,
2024-02-10,2024,DET,Los Angeles Clippers,0,106,112,,,,,
2024-02-10,2024,POR,New Orleans Pelicans,1,84,93,,,,,
2024-02-10,2024,GSW,Phoenix Suns,1,113,112,,,,,
2024-02-10,2024,LAC,Detroit Pistons,1,112,106,,,,,
2024-02-10,2024,BRK,San Antonio Spurs,1,123,103,,,,,
2024-02-10,2024,HOU,Atlanta Hawks,0,113,122,,,,,
2024-02-10,2024,NYK,Indiana Pacers,1,111,125,,,,,
2024-02-10,2024,PHI,Washington Wizards,0,119,113,,,,,
2024-02-10,2024,WAS,Philadelphia 76ers,1,113,119,,,,,
2024-02-10,2024,SAS,Brooklyn Nets,0,103,123,,,,,
2024-02-10,2024,TOR,Cleveland Cavaliers,1,95,119,,,,,
2024-02-10,2024,CHI,Orlando Magic,0,108,114,,,,,
2024-02-10,2024,ATL,Houston Rockets,1,122,113,,,,,
2024-02-10,2024,NOP,Portland Trail Blazers,0,93,84,,,,,
2024-02-10,2024,CLE,Toronto Raptors,0,119,95,,,,,
2024-02-10,2024,CHO,Memphis Grizzlies,1,115,106,,,,,
2024-02-10,2024,MEM,Charlotte Hornets,0,106,115,,,,,
2024-02-10,2024,PHO,Golden State Warriors,0,112,113,,,,,
2024-02-10,2024,DAL,Oklahoma City Thunder,1,146,111,,,,,
2024-02-10,2024,ORL,Chicago Bulls,1,114,108,,,,,
2024-02-10,2024,IND,New York Knicks,0,125,111,,,,,
2024-02-11,2024,OKC,Sacramento Kings,1,127,113,,,,,
2024-02-11,2024,MIA,Boston Celtics,1,106,110,,,,,
2024-02-11,2024,SAC,Oklahoma City Thunder,0,113,127,,,,,
2024-02-11,2024,BOS,Miami Heat,0,110,106,,,,,
2024-02-12,2024,UTA,Golden State Warriors,1,107,129,,,,,
2024-02-12,2024,LAC,Minnesota Timberwolves,1,100,121,,,,,
2024-02-12,2024,CHI,Atlanta Hawks,0,136,126,,,,,
2024-02-12,2024,IND,Charlotte Hornets,0,102,111,,,,,
2024-02-12,2024,NYK,Houston Rockets,0,103,105,,,,,
2024-02-12,2024,MIL,Denver Nuggets,1,112,95,,,,,
2024-02-12,2024,PHI,Cleveland Cavaliers,0,123,121,,,,,
2024-02-12,2024,HOU,New York Knicks,1,105,103,,,,,
2024-02-12,2024,MIN,Los Angeles Clippers,0,121,100,,,,,
2024-02-12,2024,NOP,Memphis Grizzlies,0,96,87,,,,,
2024-02-12,2024,WAS,Dallas Mavericks,0,104,112,,,,,
2024-02-12,2024,MEM,New Orleans Pelicans,1,87,96,,,,,
2024-02-12,2024,CHO,Indiana Pacers,1,111,102,,,,,
2024-02-12,2024,GSW,Utah Jazz,0,129,107,,,,,
2024-02-12,2024,DAL,Washington Wizards,1,112,104,,,,,
2024-02-12,2024,ATL,Chicago Bulls,1,126,136,,,,,
2024-02-12,2024,TOR,San Antonio Spurs,1,99,122,,,,,
2024-02-12,2024,CLE,Philadelphia 76ers,1,121,123,,,,,
2024-02-12,2024,DEN,Milwaukee Bucks,0,95,112,,,,,
2024-02-12,2024,SAS,Toronto Raptors,0,122,99,,,,,
2024-02-13,2024,PHO,Sacramento Kings,1,130,125,,,,,
2024-02-13,2024,OKC,Orlando Magic,0,127,113,,,,,
2024-02-13,2024,DET,Los Angeles Lakers,0,111,125,,,,,
2024-02-13,2024,POR,Minnesota Timberwolves,1,109,121,,,,,
2024-02-13,2024,BOS,Brooklyn Nets,0,118,110,,,,,
2024-02-13,2024,LAL,Detroit Pistons,1,125,111,,,,,
2024-02-13,2024,ORL,Oklahoma City Thunder,1,113,127,,,,,
2024-02-13,2024,SAC,Phoenix Suns,0,125,130,,,,,
2024-02-13,2024,MIL,Miami Heat,1,97,123,,,,,
2024-02-13,2024,MIA,Milwaukee Bucks,0,123,97,,,,,
2024-02-13,2024,BRK,Boston Celtics,1,110,118,,,,,
2024-02-13,2024,MIN,Portland Trail Blazers,0,121,109,,,,,
2024-02-14,2024,PHO,Detroit Pistons,1,116,100,,,,,
2024-02-14,2024,HOU,Memphis Grizzlies,0,113,121,,,,,
2024-02-14,2024,GSW,Los Angeles Clippers,1,125,130,,,,,
2024-02-14,2024,TOR,Indiana Pacers,1,125,127,,,,,
2024-02-14,2024,DAL,San Antonio Spurs,1,116,93,,,,,
2024-02-14,2024,MIA,Philadelphia 76ers,0,109,104,,,,,
2024-02-14,2024,MEM,Houston Rockets,1,121,113,,,,,
2024-02-14,2024,LAL,Utah Jazz,0,138,122,,,,,
2024-02-14,2024,NYK,Orlando Magic,0,100,118,,,,,
2024-02-14,2024,IND,Toronto Raptors,0,127,125,,,,,
2024-02-14,2024,BRK,Boston Celtics,0,86,136,,,,,
2024-02-14,2024,CLE,Chicago Bulls,1,108,105,,,,,
2024-02-14,2024,DET,Phoenix Suns,0,100,116,,,,,
2024-02-14,2024,ATL,Charlotte Hornets,0,99,122,,,,,
2024-02-14,2024,PHI,Miami Heat,1,104,109,,,,,
2024-02-14,2024,CHI,Cleveland Cavaliers,0,105,108,,,,,
2024-02-14,2024,UTA,Los Angeles Lakers,1,122,138,,,,,
2024-02-14,2024,SAC,Denver Nuggets,0,102,98,,,,,
2024-02-14,2024,WAS,New Orleans Pelicans,0,126,133,,,,,
2024-02-14,2024,SAS,Dallas Mavericks,0,93,116,,,,,
2024-02-14,2024,ORL,New York Knicks,1,118,100,,,,,
2024-02-14,2024,DEN,Sacramento Kings,1,98,102,,,,,
2024-02-14,2024,BOS,Brooklyn Nets,1,136,86,,,,,
2024-02-14,2024,CHO,Atlanta Hawks,1,122,99,,,,,
2024-02-14,2024,NOP,Washington Wizards,1,133,126,,,,,
2024-02-14,2024,LAC,Golden State Warriors,0,130,125,,,,,
2024-02-15,2024,GSW,Utah Jazz,0,140,137,,,,,
2024-02-15,2024,MIN,Portland Trail Blazers,0,128,91,,,,,
2024-02-15,2024,POR,Minnesota Timberwolves,1,91,128,,,,,
2024-02-15,2024,MEM,Milwaukee Bucks,1,113,110,,,,,
2024-02-15,2024,UTA,Golden State Warriors,1,137,140,,,,,
2024-02-15,2024,MIL,Memphis Grizzlies,0,110,113,,,,,
2024-02-22,2024,OKC,Los Angeles Clippers,1,129,107,,,,,
2024-02-22,2024,LAL,Golden State Warriors,0,110,128,,,,,
2024-02-22,2024,PHI,New York Knicks,1,96,110,,,,,
2024-02-22,2024,PHO,Dallas Mavericks,0,113,123,,,,,
2024-02-22,2024,CHI,Boston Celtics,1,112,129,,,,,
2024-02-22,2024,DAL,Phoenix Suns,1,123,113,,,,,
2024-02-22,2024,ORL,Cleveland Cavaliers,0,116,109,,,,,
2024-02-22,2024,CHO,Utah Jazz,0,115,107,,,,,
2024-02-22,2024,IND,Detroit Pistons,1,129,115,,,,,
2024-02-22,2024,DET,Indiana Pacers,0,115,129,,,,,
2024-02-22,2024,HOU,New Orleans Pelicans,0,105,127,,,,,
2024-02-22,2024,NOP,Houston Rockets,1,127,105,,,,,
2024-02-22,2024,WAS,Denver Nuggets,0,110,130,,,,,
2024-02-22,2024,UTA,Charlotte Hornets,1,107,115,,,,,
2024-02-22,2024,BRK,Toronto Raptors,0,93,121,,,,,
2024-02-22,2024,LAC,Oklahoma City Thunder,0,107,129,,,,,
2024-02-22,2024,CLE,Orlando Magic,1,109,116,,,,,
2024-02-22,2024,TOR,Brooklyn Nets,1,121,93,,,,,
2024-02-22,2024,NYK,Philadelphia 76ers,0,110,96,,,,,
2024-02-22,2024,DEN,Washington Wizards,1,130,110,,,,,
2024-02-22,2024,BOS,Chicago Bulls,0,129,112,,,,,
2024-02-22,2024,SAC,San Antonio Spurs,1,127,122,,,,,
2024-02-22,2024,SAS,Sacramento Kings,0,122,127,,,,,
2024-02-22,2024,GSW,Los Angeles Lakers,1,128,110,,,,,
2024-02-23,2024,PHI,Cleveland Cavaliers,1,104,97,,,,,
2024-02-23,2024,TOR,Atlanta Hawks,0,123,121,,,,,
2024-02-23,2024,NOP,Miami Heat,1,95,106,,,,,
2024-02-23,2024,MIA,New Orleans Pelicans,0,106,95,,,,,
2024-02-23,2024,OKC,Washington Wizards,1,147,106,,,,,
2024-02-23,2024,MIN,Milwaukee Bucks,1,107,112,,,,,
2024-02-23,2024,LAC,Memphis Grizzlies,0,101,95,,,,,
2024-02-23,2024,MEM,Los Angeles Clippers,1,95,101,,,,,
2024-02-23,2024,ATL,Toronto Raptors,1,121,123,,,,,
2024-02-23,2024,DEN,Portland Trail Blazers,0,127,112,,,,,
2024-02-23,2024,SAS,Los Angeles Lakers,0,118,123,,,,,
2024-02-23,2024,GSW,Charlotte Hornets,1,97,84,,,,,
2024-02-23,2024,CHO,Golden State Warriors,0,84,97,,,,,
2024-02-23,2024,CLE,Philadelphia 76ers,0,97,104,,,,,
2024-02-23,2024,WAS,Oklahoma City Thunder,0,106,147,,,,,
2024-02-23,2024,POR,Denver Nuggets,1,112,127,,,,,
2024-02-23,2024,PHO,Houston Rockets,0,110,114,,,,,
2024-02-23,2024,LAL,San Antonio Spurs,1,123,118,,,,,
2024-02-23,2024,HOU,Phoenix Suns,1,114,110,,,,,
2024-02-23,2024,MIL,Minnesota Timberwolves,0,112,107,,,,,
2024-02-24,2024,MIN,Brooklyn Nets,1,101,86,,,,,
2024-02-24,2024,BRK,Minnesota Timberwolves,0,86,101,,,,,
2024-02-24,2024,DET,Orlando Magic,1,109,112,,,,,
2024-02-24,2024,ORL,Detroit Pistons,0,112,109,,,,,
2024-02-24,2024,BOS,New York Knicks,0,116,102,,,,,
2024-02-24,2024,NYK,Boston Celtics,1,102,116,,,,,
2024-02-25,2024,CLE,Washington Wizards,0,114,105,,,,,
2024-02-25,2024,UTA,San Antonio Spurs,1,128,109,,,,,
2024-02-25,2024,PHO,Los Angeles Lakers,1,123,113,,,,,
2024-02-25,2024,ATL,Orlando Magic,1,109,92,,,,,
2024-02-25,2024,LAC,Sacramento Kings,1,107,123,,,,,
2024-02-25,2024,DEN,Golden State Warriors,0,119,103,,,,,
2024-02-25,2024,HOU,Oklahoma City Thunder,1,110,123,,,,,
2024-02-25,2024,OKC,Houston Rockets,0,123,110,,,,,
2024-02-25,2024,IND,Dallas Mavericks,1,133,111,,,,,
2024-02-25,2024,MIL,Philadelphia 76ers,0,119,98,,,,,
2024-02-25,2024,ORL,Atlanta Hawks,0,92,109,,,,,
2024-02-25,2024,DAL,Indiana Pacers,0,111,133,,,,,
2024-02-25,2024,PHI,Milwaukee Bucks,1,98,119,,,,,
2024-02-25,2024,LAL,Phoenix Suns,0,113,123,,,,,
2024-02-25,2024,CHI,New Orleans Pelicans,0,114,106,,,,,
2024-02-25,2024,GSW,Denver Nuggets,1,103,119,,,,,
2024-02-25,2024,SAC,Los Angeles Clippers,0,123,107,,,,,
2024-02-25,2024,CHO,Portland Trail Blazers,0,93,80,,,,,
2024-02-25,2024,POR,Charlotte Hornets,1,80,93,,,,,
2024-02-25,2024,WAS,Cleveland Cavaliers,1,105,114,,,,,
2024-02-25,2024,NOP,Chicago Bulls,1,106,114,,,,,
2024-02-25,2024,SAS,Utah Jazz,0,109,128,,,,,
2024-02-26,2024,BRK,Memphis Grizzlies,0,111,86,,,,,
2024-02-26,2024,MEM,Brooklyn Nets,1,86,111,,,,,
2024-02-26,2024,MIA,Sacramento Kings,0,121,110,,,,,
2024-02-26,2024,TOR,Indiana Pacers,0,130,122,,,,,
2024-02-26,2024,DET,New York Knicks,0,111,113,,,,,
2024-02-26,2024,SAC,Miami Heat,1,110,121,,,,,
2024-02-26,2024,NYK,Detroit Pistons,1,113,111,,,,,
2024-02-26,2024,IND,Toronto Raptors,1,122,130,,,,,
2024-02-27,2024,MIA,Portland Trail Blazers,0,106,96,,,,,
2024-02-27,2024,NOP,New York Knicks,0,115,92,,,,,
2024-02-27,2024,DET,Chicago Bulls,0,105,95,,,,,
2024-02-27,2024,CHO,Milwaukee Bucks,0,85,123,,,,,
2024-02-27,2024,DAL,Cleveland Cavaliers,0,119,121,,,,,
2024-02-27,2024,GSW,Washington Wizards,0,123,112,,,,,
2024-02-27,2024,WAS,Golden State Warriors,1,112,123,,,,,
2024-02-27,2024,CHI,Detroit Pistons,1,95,105,,,,,
2024-02-27,2024,BOS,Philadelphia 76ers,1,117,99,,,,,
2024-02-27,2024,POR,Miami Heat,1,96,106,,,,,
2024-02-27,2024,MIN,San Antonio Spurs,1,114,105,,,,,
2024-02-27,2024,NYK,New Orleans Pelicans,1,92,115,,,,,
2024-02-27,2024,ORL,Brooklyn Nets,1,108,81,,,,,
2024-02-27,2024,UTA,Atlanta Hawks,0,97,124,,,,,
2024-02-27,2024,SAS,Minnesota Timberwolves,0,105,114,,,,,
2024-02-27,2024,BRK,Orlando Magic,0,81,108,,,,,
2024-02-27,2024,ATL,Utah Jazz,1,124,97,,,,,
2024-02-27,2024,HOU,Oklahoma City Thunder,0,95,112,,,,,
2024-02-27,2024,CLE,Dallas Mavericks,1,121,119,,,,,
2024-02-27,2024,OKC,Houston Rockets,1,112,95,,,,,
2024-02-27,2024,MIL,Charlotte Hornets,1,123,85,,,,,
2024-02-27,2024,PHI,Boston Celtics,0,99,117,,,,,
2024-02-28,2024,TOR,Dallas Mavericks,1,125,136,,,,,
2024-02-28,2024,MEM,Minnesota Timberwolves,0,101,110,,,,,
2024-02-28,2024,CLE,Chicago Bulls,0,123,132,,,,,
2024-02-28,2024,NOP,Indiana Pacers,0,114,123,,,,,
2024-02-28,2024,LAL,Los Angeles Clippers,0,116,112,,,,,
2024-02-28,2024,MIN,Memphis Grizzlies,1,110,101,,,,,
2024-02-28,2024,CHI,Cleveland Cavaliers,1,132,123,,,,,
2024-02-28,2024,DAL,Toronto Raptors,0,136,125,,,,,
2024-02-28,2024,LAC,Los Angeles Lakers,1,112,116,,,,,
2024-02-28,2024,SAC,Denver Nuggets,0,96,117,,,,,
2024-02-28,2024,IND,New Orleans Pelicans,1,123,114,,,,,
2024-02-28,2024,DEN,Sacramento Kings,1,117,96,,,,,
2024-02-29,2024,UTA,Orlando Magic,0,107,115,,,,,
2024-02-29,2024,MIA,Denver Nuggets,0,97,103,,,,,
2024-02-29,2024,ORL,Utah Jazz,1,115,107,,,,,
2024-02-29,2024,SAS,Oklahoma City Thunder,1,132,118,,,,,
2024-02-29,2024,PHO,Houston Rockets,1,110,105,,,,,
2024-02-29,2024,ATL,Brooklyn Nets,0,97,124,,,,,
2024-02-29,2024,HOU,Phoenix Suns,0,105,110,,,,,
2024-02-29,2024,MIL,Charlotte Hornets,0,111,99,,,,,
2024-02-29,2024,BRK,Atlanta Hawks,1,124,97,,,,,
2024-02-29,2024,DEN,Miami Heat,1,103,97,,,,,
2024-02-29,2024,LAL,Washington Wizards,1,134,131,,,,,
2024-02-29,2024,GSW,New York Knicks,0,110,99,,,,,
2024-02-29,2024,WAS,Los Angeles Lakers,0,131,134,,,,,
2024-02-29,2024,NYK,Golden State Warriors,1,99,110,,,,,
2024-02-29,2024,CHO,Milwaukee Bucks,1,99,111,,,,,
2024-02-29,2024,OKC,San Antonio Spurs,0,118,132,,,,,
2024-03-01,2024,POR,Memphis Grizzlies,0,122,92,,,,,
2024-03-01,2024,TOR,Golden State Warriors,1,105,120,,,,,
2024-03-01,2024,IND,New Orleans Pelicans,0,102,129,,,,,
2024-03-01,2024,CLE,Detroit Pistons,0,110,100,,,,,
2024-03-01,2024,LAC,Washington Wizards,1,140,115,,,,,
2024-03-01,2024,PHI,Charlotte Hornets,1,121,114,,,,,
2024-03-01,2024,DET,Cleveland Cavaliers,1,100,110,,,,,
2024-03-01,2024,WAS,Los Angeles Clippers,0,115,140,,,,,
2024-03-01,2024,MIL,Chicago Bulls,0,113,97,,,,,
2024-03-01,2024,SAC,Minnesota Timberwolves,0,124,120,,,,,
2024-03-01,2024,MEM,Portland Trail Blazers,1,92,122,,,,,
2024-03-01,2024,DAL,Boston Celtics,0,110,138,,,,,
2024-03-01,2024,CHO,Philadelphia 76ers,0,114,121,,,,,
2024-03-01,2024,MIN,Sacramento Kings,1,120,124,,,,,
2024-03-01,2024,CHI,Milwaukee Bucks,1,97,113,,,,,
2024-03-01,2024,GSW,Toronto Raptors,0,120,105,,,,,
2024-03-01,2024,NOP,Indiana Pacers,1,129,102,,,,,
2024-03-01,2024,BOS,Dallas Mavericks,1,138,110,,,,,
2024-03-02,2024,MIA,Utah Jazz,1,126,120,,,,,
2024-03-02,2024,LAL,Denver Nuggets,1,114,124,,,,,
2024-03-02,2024,ATL,Brooklyn Nets,0,102,114,,,,,
2024-03-02,2024,UTA,Miami Heat,0,120,126,,,,,
2024-03-02,2024,POR,Memphis Grizzlies,0,107,100,,,,,
2024-03-02,2024,PHO,Houston Rockets,1,109,118,,,,,
2024-03-02,2024,BRK,Atlanta Hawks,1,114,102,,,,,
2024-03-02,2024,DEN,Los Angeles Lakers,0,124,114,,,,,
2024-03-02,2024,MEM,Portland Trail Blazers,1,100,107,,,,,
2024-03-02,2024,HOU,Phoenix Suns,0,118,109,,,,,
2024-03-03,2024,TOR,Charlotte Hornets,1,111,106,,,,,
2024-03-03,2024,BOS,Golden State Warriors,1,140,88,,,,,
2024-03-03,2024,PHO,Oklahoma City Thunder,1,110,118,,,,,
2024-03-03,2024,NYK,Cleveland Cavaliers,0,107,98,,,,,
2024-03-03,2024,DET,Orlando Magic,0,91,113,,,,,
2024-03-03,2024,OKC,Phoenix Suns,0,118,110,,,,,
2024-03-03,2024,SAS,Indiana Pacers,1,117,105,,,,,
2024-03-03,2024,IND,San Antonio Spurs,0,105,117,,,,,
2024-03-03,2024,MIN,Los Angeles Clippers,1,88,89,,,,,
2024-03-03,2024,GSW,Boston Celtics,0,88,140,,,,,
2024-03-03,2024,DAL,Philadelphia 76ers,1,116,120,,,,,
2024-03-03,2024,CHO,Toronto Raptors,0,106,111,,,,,
2024-03-03,2024,ORL,Detroit Pistons,1,113,91,,,,,
2024-03-03,2024,PHI,Dallas Mavericks,0,120,116,,,,,
2024-03-03,2024,LAC,Minnesota Timberwolves,0,89,88,,,,,
2024-03-03,2024,CLE,New York Knicks,1,98,107,,,,,
2024-03-04,2024,OKC,Los Angeles Lakers,0,104,116,,,,,
2024-03-04,2024,UTA,Washington Wizards,1,127,115,,,,,
2024-03-04,2024,BRK,Memphis Grizzlies,1,102,106,,,,,
2024-03-04,2024,CHI,Sacramento Kings,0,113,109,,,,,
2024-03-04,2024,MIN,Portland Trail Blazers,1,119,114,,,,,
2024-03-04,2024,LAC,Milwaukee Bucks,0,106,113,,,,,
2024-03-04,2024,MEM,Brooklyn Nets,0,106,102,,,,,
2024-03-04,2024,MIL,Los Angeles Clippers,1,113,106,,,,,
2024-03-04,2024,POR,Minnesota Timberwolves,0,114,119,,,,,
2024-03-04,2024,SAC,Chicago Bulls,1,109,113,,,,,
2024-03-04,2024,WAS,Utah Jazz,0,115,127,,,,,
2024-03-04,2024,LAL,Oklahoma City Thunder,1,116,104,,,,,
2024-03-05,2024,NOP,Toronto Raptors,0,139,98,,,,,
2024-03-05,2024,SAS,Houston Rockets,0,101,114,,,,,
2024-03-05,2024,DET,Miami Heat,0,110,118,,,,,
2024-03-05,2024,PHI,Brooklyn Nets,0,107,112,,,,,
2024-03-05,2024,CLE,Boston Celtics,1,105,104,,,,,
2024-03-05,2024,DEN,Phoenix Suns,1,107,117,,,,,
2024-03-05,2024,BOS,Cleveland Cavaliers,0,104,105,,,,,
2024-03-05,2024,IND,Dallas Mavericks,0,137,120,,,,,
2024-03-05,2024,DAL,Indiana Pacers,1,120,137,,,,,
2024-03-05,2024,BRK,Philadelphia 76ers,1,112,107,,,,,
2024-03-05,2024,NYK,Atlanta Hawks,1,100,116,,,,,
2024-03-05,2024,MIA,Detroit Pistons,1,118,110,,,,,
2024-03-05,2024,ORL,Charlotte Hornets,0,101,89,,,,,
2024-03-05,2024,ATL,New York Knicks,0,116,100,,,,,
2024-03-05,2024,TOR,New Orleans Pelicans,1,98,139,,,,,
2024-03-05,2024,HOU,San Antonio Spurs,1,114,101,,,,,
2024-03-05,2024,PHO,Denver Nuggets,0,117,107,,,,,
2024-03-05,2024,CHO,Orlando Magic,1,89,101,,,,,
2024-03-06,2024,SAC,Los Angeles Lakers,0,130,120,,,,,
2024-03-06,2024,POR,Oklahoma City Thunder,1,120,128,,,,,
2024-03-06,2024,HOU,Los Angeles Clippers,1,116,122,,,,,
2024-03-06,2024,LAC,Houston Rockets,0,122,116,,,,,
2024-03-06,2024,ORL,Washington Wizards,0,119,109,,,,,
2024-03-06,2024,PHI,Memphis Grizzlies,1,109,115,,,,,
2024-03-06,2024,WAS,Orlando Magic,1,109,119,,,,,
2024-03-06,2024,CLE,Atlanta Hawks,0,101,112,,,,,
2024-03-06,2024,GSW,Milwaukee Bucks,1,125,90,,,,,
2024-03-06,2024,MEM,Philadelphia 76ers,0,115,109,,,,,
2024-03-06,2024,ATL,Cleveland Cavaliers,1,112,101,,,,,
2024-03-06,2024,UTA,Chicago Bulls,1,117,119,,,,,
2024-03-06,2024,LAL,Sacramento Kings,1,120,130,,,,,
2024-03-06,2024,MIL,Golden State Warriors,0,90,125,,,,,
2024-03-06,2024,CHI,Utah Jazz,0,119,117,,,,,
2024-03-06,2024,OKC,Portland Trail Blazers,0,128,120,,,,,
2024-03-07,2024,DAL,Miami Heat,1,114,108,,,,,
2024-03-07,2024,IND,Minnesota Timberwolves,1,111,113,,,,,
2024-03-07,2024,GSW,Chicago Bulls,1,122,125,,,,,
2024-03-07,2024,PHO,Toronto Raptors,1,120,113,,,,,
2024-03-07,2024,BOS,Denver Nuggets,0,109,115,,,,,
2024-03-07,2024,CHI,Golden State Warriors,0,125,122,,,,,
2024-03-07,2024,MIA,Dallas Mavericks,0,108,114,,,,,
2024-03-07,2024,BRK,Detroit Pistons,0,112,118,,,,,
2024-03-07,2024,TOR,Phoenix Suns,0,113,120,,,,,
2024-03-07,2024,DET,Brooklyn Nets,1,118,112,,,,,
2024-03-07,2024,SAS,Sacramento Kings,0,129,131,,,,,
2024-03-07,2024,DEN,Boston Celtics,1,115,109,,,,,
2024-03-07,2024,SAC,San Antonio Spurs,1,131,129,,,,,
2024-03-07,2024,MIN,Indiana Pacers,0,113,111,,,,,
2024-03-08,2024,ATL,Memphis Grizzlies,0,99,92,,,,,
2024-03-08,2024,MIN,Cleveland Cavaliers,0,104,113,,,,,
2024-03-08,2024,CHO,Washington Wizards,0,100,112,,,,,
2024-03-08,2024,LAL,Milwaukee Bucks,1,123,122,,,,,
2024-03-08,2024,CLE,Minnesota Timberwolves,1,113,104,,,,,
2024-03-08,2024,PHI,New Orleans Pelicans,1,95,103,,,,,
2024-03-08,2024,ORL,New York Knicks,0,74,98,,,,,
2024-03-08,2024,HOU,Portland Trail Blazers,0,123,107,,,,,
2024-03-08,2024,MEM,Atlanta Hawks,1,92,99,,,,,
2024-03-08,2024,POR,Houston Rockets,1,107,123,,,,,
2024-03-08,2024,NYK,Orlando Magic,1,98,74,,,,,
2024-03-08,2024,NOP,Philadelphia 76ers,0,103,95,,,,,
2024-03-08,2024,OKC,Miami Heat,1,107,100,,,,,
2024-03-08,2024,MIL,Los Angeles Lakers,0,122,123,,,,,
2024-03-08,2024,WAS,Charlotte Hornets,1,112,100,,,,,
2024-03-08,2024,MIA,Oklahoma City Thunder,0,100,107,,,,,
2024-03-09,2024,PHO,Boston Celtics,1,107,117,,,,,
2024-03-09,2024,DET,Dallas Mavericks,1,124,142,,,,,
2024-03-09,2024,UTA,Denver Nuggets,0,121,142,,,,,
2024-03-09,2024,LAC,Chicago Bulls,1,112,102,,,,,
2024-03-09,2024,POR,Toronto Raptors,1,128,118,,,,,
2024-03-09,2024,DEN,Utah Jazz,1,142,121,,,,,
2024-03-09,2024,BRK,Charlotte Hornets,0,99,110,,,,,
2024-03-09,2024,CHI,Los Angeles Clippers,0,102,112,,,,,
2024-03-09,2024,BOS,Phoenix Suns,0,117,107,,,,,
2024-03-09,2024,DAL,Detroit Pistons,0,142,124,,,,,
2024-03-09,2024,TOR,Portland Trail Blazers,0,118,128,,,,,
2024-03-09,2024,CHO,Brooklyn Nets,1,110,99,,,,,
2024-03-09,2024,GSW,San Antonio Spurs,1,113,126,,,,,
2024-03-09,2024,SAS,Golden State Warriors,0,126,113,,,,,
2024-03-10,2024,MEM,Oklahoma City Thunder,0,93,124,,,,,
2024-03-10,2024,HOU,Sacramento Kings,0,112,104,,,,,
2024-03-10,2024,MIL,Los Angeles Clippers,0,124,117,,,,,
2024-03-10,2024,NOP,Atlanta Hawks,0,116,103,,,,,
2024-03-10,2024,OKC,Memphis Grizzlies,1,124,93,,,,,
2024-03-10,2024,LAC,Milwaukee Bucks,1,117,124,,,,,
2024-03-10,2024,WAS,Miami Heat,0,110,108,,,,,
2024-03-10,2024,CLE,Brooklyn Nets,1,101,120,,,,,
2024-03-10,2024,PHI,New York Knicks,0,79,73,,,,,
2024-03-10,2024,ATL,New Orleans Pelicans,1,103,116,,,,,
2024-03-10,2024,NYK,Philadelphia 76ers,1,73,79,,,,,
2024-03-10,2024,MIN,Los Angeles Lakers,0,109,120,,,,,
2024-03-10,2024,BRK,Cleveland Cavaliers,0,120,101,,,,,
2024-03-10,2024,LAL,Minnesota Timberwolves,1,120,109,,,,,
2024-03-10,2024,IND,Orlando Magic,0,111,97,,,,,
2024-03-10,2024,ORL,Indiana Pacers,1,97,111,,,,,
2024-03-10,2024,SAC,Houston Rockets,1,104,112,,,,,
2024-03-10,2024,MIA,Washington Wizards,1,108,110,,,,,
2024-03-11,2024,DET,Charlotte Hornets,1,114,97,,,,,
2024-03-11,2024,POR,Boston Celtics,1,99,121,,,,,
2024-03-11,2024,DAL,Chicago Bulls,0,127,92,,,,,
2024-03-11,2024,TOR,Denver Nuggets,0,119,125,,,,,
2024-03-11,2024,GSW,San Antonio Spurs,0,112,102,,,,,
2024-03-11,2024,BOS,Portland Trail Blazers,0,121,99,,,,,
2024-03-11,2024,PHO,Cleveland Cavaliers,0,117,111,,,,,
2024-03-11,2024,CLE,Phoenix Suns,1,111,117,,,,,
2024-03-11,2024,CHI,Dallas Mavericks,1,92,127,,,,,
2024-03-11,2024,CHO,Detroit Pistons,0,97,114,,,,,
2024-03-11,2024,DEN,Toronto Raptors,1,125,119,,,,,
2024-03-11,2024,SAS,Golden State Warriors,1,102,112,,,,,
2024-03-12,2024,MIL,Sacramento Kings,0,94,129,,,,,
2024-03-12,2024,NYK,Philadelphia 76ers,1,106,79,,,,,
2024-03-12,2024,HOU,San Antonio Spurs,0,103,101,,,,,
2024-03-12,2024,IND,Oklahoma City Thunder,0,121,111,,,,,
2024-03-12,2024,MEM,Washington Wizards,1,109,97,,,,,
2024-03-12,2024,SAS,Houston Rockets,1,101,103,,,,,
2024-03-12,2024,OKC,Indiana Pacers,1,111,121,,,,,
2024-03-12,2024,MIN,Los Angeles Clippers,0,118,100,,,,,
2024-03-12,2024,LAC,Minnesota Timberwolves,1,100,118,,,,,
2024-03-12,2024,WAS,Memphis Grizzlies,0,97,109,,,,,
2024-03-12,2024,SAC,Milwaukee Bucks,1,129,94,,,,,
2024-03-12,2024,UTA,Boston Celtics,1,107,123,,,,,
2024-03-12,2024,PHI,New York Knicks,0,79,106,,,,,
2024-03-12,2024,BOS,Utah Jazz,0,123,107,,,,,
2024-03-13,2024,IND,Chicago Bulls,1,129,132,,,,,
