date,season,team,opponent,home,team_points,opponent_points,pace,offensive_rating,defensive_rating,rebound_pct,assist_ratio
2024-04-09,2024,OKC,Sacramento Kings,1,112,105,,,,,
2024-04-09,2024,ATL,Miami Heat,1,111,117,,,,,
2024-04-09,2024,NOP,Portland Trail Blazers,0,110,100,,,,,
2024-04-09,2024,POR,New Orleans Pelicans,1,100,110,,,,,
2024-04-09,2024,MIN,Washington Wizards,1,130,121,,,,,
2024-04-09,2024,SAC,Oklahoma City Thunder,0,105,112,,,,,
2024-04-09,2024,MIL,Boston Celtics,1,104,91,,,,,
2024-04-09,2024,DAL,Charlotte Hornets,0,130,104,,,,,
2024-04-09,2024,CHI,New York Knicks,1,117,128,,,,,
2024-04-09,2024,MIA,Atlanta Hawks,0,117,111,,,,,
2024-04-09,2024,PHI,Detroit Pistons,1,120,102,,,,,
2024-04-09,2024,BOS,Milwaukee Bucks,0,91,104,,,,,
2024-04-09,2024,SAS,Memphis Grizzlies,0,102,87,,,,,
2024-04-09,2024,DEN,Utah Jazz,0,111,95,,,,,
2024-04-09,2024,HOU,Orlando Magic,1,118,106,,,,,
2024-04-09,2024,GSW,Los Angeles Lakers,0,134,120,,,,,
2024-04-09,2024,LAL,Golden State Warriors,1,120,134,,,,,
2024-04-09,2024,TOR,Indiana Pacers,1,123,140,,,,,
2024-04-09,2024,MEM,San Antonio Spurs,1,87,102,,,,,
2024-04-09,2024,DET,Philadelphia 76ers,0,102,120,,,,,
2024-04-09,2024,IND,Toronto Raptors,0,140,123,,,,,
2024-04-09,2024,LAC,Phoenix Suns,0,105,92,,,,,
2024-04-10,2024,MEM,Cleveland Cavaliers,0,98,110,,,,,
2024-04-10,2024,ORL,Milwaukee Bucks,0,99,117,,,,,
2024-04-10,2024,OKC,San Antonio Spurs,1,127,89,,,,,
2024-04-10,2024,CLE,Memphis Grizzlies,1,110,98,,,,,
2024-04-10,2024,LAC,Phoenix Suns,1,108,124,,,,,
2024-04-10,2024,MIN,Denver Nuggets,0,107,116,,,,,
2024-04-10,2024,MIL,Orlando Magic,1,117,99,,,,,
2024-04-10,2024,DEN,Minnesota Timberwolves,1,116,107,,,,,
2024-04-10,2024,MIA,Dallas Mavericks,1,92,111,,,,,
2024-04-10,2024,CHO,Atlanta Hawks,0,115,114,,,,,
2024-04-10,2024,DAL,Miami Heat,0,111,92,,,,,
2024-04-10,2024,ATL,Charlotte Hornets,1,114,115,,,,,
2024-04-10,2024,TOR,Brooklyn Nets,0,102,106,,,,,
2024-04-10,2024,SAS,Oklahoma City Thunder,0,89,127,,,,,
2024-04-10,2024,BRK,Toronto Raptors,1,106,102,,,,,
2024-04-10,2024,PHO,Los Angeles Clippers,0,124,108,,,,,
2024-04-11,2024,GSW,Portland Trail Blazers,0,100,92,,,,,
2024-04-11,2024,DET,Chicago Bulls,1,105,127,,,,,
2024-04-11,2024,POR,Golden State Warriors,1,92,100,,,,,
2024-04-11,2024,NYK,Boston Celtics,0,118,109,,,,,
2024-04-11,2024,SAC,New Orleans Pelicans,1,123,135,,,,,
2024-04-11,2024,NOP,Sacramento Kings,0,135,123,,,,,
2024-04-11,2024,CHI,Detroit Pistons,0,127,105,,,,,
2024-04-11,2024,UTA,Houston Rockets,1,124,121,,,,,
2024-04-11,2024,BOS,New York Knicks,1,109,118,,,,,
2024-04-11,2024,HOU,Utah Jazz,0,121,124,,,,,
2024-04-12,2024,WAS,Chicago Bulls,1,127,129,,,,,
2024-04-12,2024,CLE,Indiana Pacers,1,129,120,,,,,
2024-04-12,2024,LAC,Utah Jazz,1,109,110,,,,,
2024-04-12,2024,MIN,Atlanta Hawks,1,109,106,,,,,
2024-04-12,2024,POR,Houston Rockets,1,107,116,,,,,
2024-04-12,2024,DAL,Detroit Pistons,1,89,107,,,,,
2024-04-12,2024,MIL,Oklahoma City Thunder,0,107,125,,,,,
2024-04-12,2024,SAC,Phoenix Suns,1,107,108,,,,,
2024-04-12,2024,PHI,Orlando Magic,1,125,113,,,,,
2024-04-12,2024,MIA,Toronto Raptors,1,125,103,,,,,
2024-04-12,2024,SAS,Denver Nuggets,1,121,120,,,,,
2024-04-12,2024,LAL,Memphis Grizzlies,0,123,120,,,,,
2024-04-12,2024,DEN,San Antonio Spurs,0,120,121,,,,,
2024-04-12,2024,TOR,Miami Heat,0,103,125,,,,,
2024-04-12,2024,MEM,Los Angeles Lakers,1,120,123,,,,,
2024-04-12,2024,BOS,Charlotte Hornets,1,131,98,,,,,
2024-04-12,2024,UTA,Los Angeles Clippers,0,110,109,,,,,
2024-04-12,2024,ATL,Minnesota Timberwolves,0,106,109,,,,,
2024-04-12,2024,CHI,Washington Wizards,0,129,127,,,,,
2024-04-12,2024,HOU,Portland Trail Blazers,0,116,107,,,,,
2024-04-12,2024,ORL,Philadelphia 76ers,0,113,125,,,,,
2024-04-12,2024,GSW,New Orleans Pelicans,1,109,114,,,,,
2024-04-12,2024,OKC,Milwaukee Bucks,1,125,107,,,,,
2024-04-12,2024,NOP,Golden State Warriors,0,114,109,,,,,
2024-04-12,2024,IND,Cleveland Cavaliers,0,120,129,,,,,
2024-04-12,2024,PHO,Sacramento Kings,0,108,107,,,,,
2024-04-12,2024,CHO,Boston Celtics,0,98,131,,,,,
2024-04-12,2024,DET,Dallas Mavericks,0,107,89,,,,,
2024-04-12,2024,NYK,Brooklyn Nets,1,111,107,,,,,
2024-04-12,2024,BRK,New York Knicks,0,107,111,,,,,
2024-04-14,2024,ATL,Indiana Pacers,0,115,157,,,,,
2024-04-14,2024,IND,Atlanta Hawks,1,157,115,,,,,
2024-04-14,2024,DET,San Antonio Spurs,0,95,123,,,,,
2024-04-14,2024,LAC,Houston Rockets,1,105,116,,,,,
2024-04-14,2024,LAL,New Orleans Pelicans,0,124,108,,,,,
2024-04-14,2024,DEN,Memphis Grizzlies,0,126,111,,,,,
2024-04-14,2024,GSW,Utah Jazz,1,123,116,,,,,
2024-04-14,2024,HOU,Los Angeles Clippers,0,116,105,,,,,
2024-04-14,2024,TOR,Miami Heat,0,103,118,,,,,
2024-04-14,2024,SAS,Detroit Pistons,1,123,95,,,,,
2024-04-14,2024,PHI,Brooklyn Nets,1,107,86,,,,,
2024-04-14,2024,SAC,Portland Trail Blazers,1,121,82,,,,,
2024-04-14,2024,BOS,Washington Wizards,1,132,122,,,,,
2024-04-14,2024,UTA,Golden State Warriors,0,116,123,,,,,
2024-04-14,2024,CHI,New York Knicks,0,119,120,,,,,
2024-04-14,2024,ORL,Milwaukee Bucks,1,113,88,,,,,
2024-04-14,2024,OKC,Dallas Mavericks,1,135,86,,,,,
2024-04-14,2024,PHO,Minnesota Timberwolves,0,125,106,,,,,
2024-04-14,2024,BRK,Philadelphia 76ers,0,86,107,,,,,
2024-04-14,2024,CHO,Cleveland Cavaliers,0,120,110,,,,,
2024-04-14,2024,NYK,Chicago Bulls,1,120,119,,,,,
2024-04-14,2024,MEM,Denver Nuggets,1,111,126,,,,,
2024-04-14,2024,NOP,Los Angeles Lakers,1,108,124,,,,,
2024-04-14,2024,WAS,Boston Celtics,0,122,132,,,,,
2024-04-14,2024,MIN,Phoenix Suns,1,106,125,,,,,
2024-04-14,2024,MIA,Toronto Raptors,1,118,103,,,,,
2024-04-14,2024,POR,Sacramento Kings,0,82,121,,,,,
2024-04-14,2024,MIL,Orlando Magic,0,88,113,,,,,
2024-04-14,2024,CLE,Charlotte Hornets,1,110,120,,,,,
2024-04-14,2024,DAL,Oklahoma City Thunder,0,86,135,,,,,
2024-04-16,2024,LAL,New Orleans Pelicans,0,110,106,,,,,
2024-04-16,2024,SAC,Golden State Warriors,1,118,94,,,,,
2024-04-16,2024,NOP,Los Angeles Lakers,1,106,110,,,,,
2024-04-16,2024,GSW,Sacramento Kings,0,94,118,,,,,
2024-04-17,2024,ATL,Chicago Bulls,0,116,131,,,,,
2024-04-17,2024,PHI,Miami Heat,1,105,104,,,,,
2024-04-17,2024,MIA,Philadelphia 76ers,0,104,105,,,,,
2024-04-17,2024,CHI,Atlanta Hawks,1,131,116,,,,,
2024-04-19,2024,MIA,Chicago Bulls,1,112,91,,,,,
2024-04-19,2024,CHI,Miami Heat,0,91,112,,,,,
2024-04-19,2024,SAC,New Orleans Pelicans,0,98,105,,,,,
2024-04-19,2024,NOP,Sacramento Kings,1,105,98,,,,,
